Expt,Location,PLOT,Pedigree
Plant Rows 2 Pt 2,Athens,4668,M x F
Plant Rows 2 Pt 2,Athens,4669,M x F
Plant Rows 2 Pt 2,Athens,4670,M x F
Plant Rows 2 Pt 2,Athens,4671,M x F
Plant Rows 2 Pt 2,Athens,4672,M x F
Plant Rows 2 Pt 2,Athens,4673,M x F
Plant Rows 2 Pt 2,Athens,4674,M x F
Plant Rows 2 Pt 2,Athens,4675,M x F
Plant Rows 2 Pt 2,Athens,4676,M x F
Plant Rows 2 Pt 2,Athens,4677,M x F
Plant Rows 2 Pt 2,Athens,4678,M x F
Plant Rows 2 Pt 2,Athens,4679,M x F
Plant Rows 2 Pt 2,Athens,4680,M x F
Plant Rows 2 Pt 2,Athens,4681,M x F
Plant Rows 2 Pt 2,Athens,4682,M x F
Plant Rows 2 Pt 2,Athens,4683,M x F
Plant Rows 2 Pt 2,Athens,4684,M x F
Plant Rows 2 Pt 2,Athens,4685,M x F
Plant Rows 2 Pt 2,Athens,4686,M x F
Plant Rows 2 Pt 2,Athens,4687,M x F
Plant Rows 2 Pt 2,Athens,4688,M x F
Plant Rows 2 Pt 2,Athens,4689,M x F
Plant Rows 2 Pt 2,Athens,4690,M x F
Plant Rows 2 Pt 2,Athens,4691,M x F
Plant Rows 2 Pt 2,Athens,4692,M x F
Plant Rows 2 Pt 2,Athens,4693,P x I
Plant Rows 2 Pt 2,Athens,4694,P x I
Plant Rows 2 Pt 2,Athens,4695,P x I
Plant Rows 2 Pt 2,Athens,4696,P x I
Plant Rows 2 Pt 2,Athens,4697,P x I
Plant Rows 2 Pt 2,Athens,4698,P x I
Plant Rows 2 Pt 2,Athens,4699,P x I
Plant Rows 2 Pt 2,Athens,4700,P x I
Plant Rows 2 Pt 2,Athens,4701,P x I
Plant Rows 2 Pt 2,Athens,4702,P x I
Plant Rows 2 Pt 2,Athens,4703,P x I
Plant Rows 2 Pt 2,Athens,4704,P x I
Plant Rows 2 Pt 2,Athens,4705,P x I
Plant Rows 2 Pt 2,Athens,4706,P x I
Plant Rows 2 Pt 2,Athens,4707,P x I
Plant Rows 2 Pt 2,Athens,4708,P x I
Plant Rows 2 Pt 2,Athens,4709,P x I
Plant Rows 2 Pt 2,Athens,4710,P x I
Plant Rows 2 Pt 2,Athens,4711,P x I
Plant Rows 2 Pt 2,Athens,4712,P x I
Plant Rows 2 Pt 2,Athens,4713,P x I
Plant Rows 2 Pt 2,Athens,4714,P x I
Plant Rows 2 Pt 2,Athens,4715,P x I
Plant Rows 2 Pt 2,Athens,4716,P x I
Plant Rows 2 Pt 2,Athens,4717,P x I
Plant Rows 2 Pt 2,Athens,4718,P x I
Plant Rows 2 Pt 2,Athens,4719,P x I
Plant Rows 2 Pt 2,Athens,4720,P x I
Plant Rows 2 Pt 2,Athens,4721,P x I
Plant Rows 2 Pt 2,Athens,4722,P x I
Plant Rows 2 Pt 2,Athens,4723,P x I
Plant Rows 2 Pt 2,Athens,4724,P x I
Plant Rows 2 Pt 2,Athens,4725,P x I
Plant Rows 2 Pt 2,Athens,4726,P x I
Plant Rows 2 Pt 2,Athens,4727,P x I
Plant Rows 2 Pt 2,Athens,4728,P x I
Plant Rows 2 Pt 2,Athens,4729,P x I
Plant Rows 2 Pt 2,Athens,4730,P x I
Plant Rows 2 Pt 2,Athens,4731,P x I
Plant Rows 2 Pt 2,Athens,4732,P x I
Plant Rows 2 Pt 2,Athens,4733,P x I
Plant Rows 2 Pt 2,Athens,4734,P x I
Plant Rows 2 Pt 2,Athens,4735,P x I
Plant Rows 2 Pt 2,Athens,4736,P x I
Plant Rows 2 Pt 2,Athens,4737,P x I
Plant Rows 2 Pt 2,Athens,4738,P x I
Plant Rows 2 Pt 2,Athens,4739,P x I
Plant Rows 2 Pt 2,Athens,4740,P x I
Plant Rows 2 Pt 2,Athens,4741,P x I
Plant Rows 2 Pt 2,Athens,4742,P x I
Plant Rows 2 Pt 2,Athens,4743,P x I
Plant Rows 2 Pt 2,Athens,4744,P x I
Plant Rows 2 Pt 2,Athens,4745,P x I
Plant Rows 2 Pt 2,Athens,4746,P x I
Plant Rows 2 Pt 2,Athens,4747,P x I
Plant Rows 2 Pt 2,Athens,4748,P x I
Plant Rows 2 Pt 2,Athens,4749,P x I
Plant Rows 2 Pt 2,Athens,4750,P x I
Plant Rows 2 Pt 2,Athens,4751,P x I
Plant Rows 2 Pt 2,Athens,4752,P x I
Plant Rows 2 Pt 2,Athens,4753,P x I
Plant Rows 2 Pt 2,Athens,4754,P x I
Plant Rows 2 Pt 2,Athens,4755,P x I
Plant Rows 2 Pt 2,Athens,4756,P x I
Plant Rows 2 Pt 2,Athens,4757,P x I
Plant Rows 2 Pt 2,Athens,4758,P x I
Plant Rows 2 Pt 2,Athens,4759,P x I
Plant Rows 2 Pt 2,Athens,4760,P x I
Plant Rows 2 Pt 2,Athens,4761,P x I
Plant Rows 2 Pt 2,Athens,4762,P x I
Plant Rows 2 Pt 2,Athens,4763,P x I
Plant Rows 2 Pt 2,Athens,4764,P x I
Plant Rows 2 Pt 2,Athens,4765,P x I
Plant Rows 2 Pt 2,Athens,4766,P x I
Plant Rows 2 Pt 2,Athens,4767,P x I
Plant Rows 2 Pt 2,Athens,4768,P x I
Plant Rows 2 Pt 2,Athens,4769,P x I
Plant Rows 2 Pt 2,Athens,4770,P x I
Plant Rows 2 Pt 2,Athens,4771,P x I
Plant Rows 2 Pt 2,Athens,4772,P x I
Plant Rows 2 Pt 2,Athens,4773,P x I
Plant Rows 2 Pt 2,Athens,4774,P x I
Plant Rows 2 Pt 2,Athens,4775,P x I
Plant Rows 2 Pt 2,Athens,4776,P x I
Plant Rows 2 Pt 2,Athens,4777,P x I
Plant Rows 2 Pt 2,Athens,4778,P x I
Plant Rows 2 Pt 2,Athens,4779,P x I
Plant Rows 2 Pt 2,Athens,4780,P x I
Plant Rows 2 Pt 2,Athens,4781,P x I
Plant Rows 2 Pt 2,Athens,4782,P x I
Plant Rows 2 Pt 2,Athens,4783,P x I
